Assessment Unit Code	Asssement Unit Name	Field Type 	Estimated Mean Number of Undiscovered Fields	Units for Minimum  Field Size	Minimum Field Size	Percent of Fields in 0.5 to 1 MMBOE	Percent of Fields in 1 to 2 MMBOE	Percent of Fields in 2 to 4 MMBOE	Percent of Fields in 4 to 8 MMBOE	Percent of Fields in 8 to 16 MMBOE	Percent of Fields in 16 to 32 MMBOE	Percent of Fields in 32 to 64 MMBOE	Percent of Fields in 64 to 128 MMBOE	Percent of Fields in 128 to 256 MMBOE	Percent of Fields in 256 to 512 MMBOE	"Percent of Fields in 512 to 1,024 MMBOE"	"Percent of Fields in 1,024 to 2,048 MMBOE"	"Percent of Fields in 2,048 to 4,096 MMBOE"	"Percent of Fields in 4,096 to 8,192 MMBOE"	"Percent of Fields in 8,192 to 16,384 MMBOE"	"Percent of Fields in 16,384 to 32,768 MMBOE"	"Percent of Fields in 32,768 to 65,536 MMBOE"	"Percent of Fields in >65,536 MMBOE"																				
20140101	Ghaba-Makarem Combined Structural	 oil	43.1	 MMBO	5	0.00	0.00	0.00	35.50	36.32	17.35	7.34	2.61	0.76	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20140101	Ghaba-Makarem Combined Structural	 gas	20.3	 BCFG	30	0.00	0.00	0.00	3.57	18.82	26.12	23.78	15.89	7.94	2.97	0.83	0.10	0.00	0.00	0.00	0.00	0.00	0.00
20160101	Fahud-Huqf Combined Structural	 oil	26.8	 MMBO	4	0.00	0.00	0.00	17.27	25.00	22.63	16.77	10.25	5.14	2.10	0.69	0.13	0.00	0.00	0.00	0.00	0.00	0.00
20160101	Fahud-Huqf Combined Structural	 gas	26.8	 BCFG	24	0.00	0.00	0.00	5.26	23.99	31.88	23.71	11.12	3.38	0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20160201	Natih-Fiqa Structural/Stratigraphic	 oil	16.3	 MMBO	1	0.00	5.29	15.66	21.75	22.02	17.23	10.54	5.04	1.88	0.54	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20160201	Natih-Fiqa Structural/Stratigraphic	 gas	4.3	 BCFG	6	0.00	26.98	30.31	21.50	12.43	5.84	2.20	0.66	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20190101	Cretaceous Reservoirs in Northwest Desert Anticlines	 oil	43.3	 MMBO	10	0.00	0.00	0.00	0.00	15.47	26.80	22.28	16.19	10.17	5.44	2.45	0.92	0.28	0.00	0.00	0.00	0.00	0.00
20190101	Cretaceous Reservoirs in Northwest Desert Anticlines	 gas	0	 BCFG	60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20190102	Cretaceous Reservoirs in South Gulf Suprasalt Structural	 oil	47.6	 MMBO	10	0.00	0.00	0.00	0.00	22.90	29.50	20.68	13.34	7.60	3.74	1.57	0.55	0.12	0.00	0.00	0.00	0.00	0.00
20190102	Cretaceous Reservoirs in South Gulf Suprasalt Structural	 gas	5.1	 BCFG	60	0.00	0.00	0.00	0.00	17.84	47.23	25.15	7.98	1.65	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
